197.357	8.56667	0.088851
197.364	8.73333	0.0973347
197.384	9.21667	0.0885856
197.391	9.38333	0.113607
197.398	9.55	0.118454
197.406	9.75	0.177249
197.413	9.91667	0.426577
197.419	10.05	0.688437
197.428	10.2667	1.61499
197.435	10.45	inf
197.441	10.5833	inf
197.452	10.85	inf
197.499	11.9833	0.45506
197.51	12.2333	0.615933
197.519	12.45	0.602461
197.526	12.6333	0.584236
197.533	12.8	0.570245
197.544	13.05	0.488616
197.551	13.2333	0.447311
197.56	13.4333	0.412418
197.565	13.5667	0.377085
197.58	13.9167	0.372677
197.599	14.3667	0.336298
197.609	14.6167	0.339596
197.616	14.7833	0.319418
197.624	14.9667	0.321423
