197.357	8.56667	0.149248
197.364	8.73333	0.156196
197.384	9.21667	0.166425
197.391	9.38333	0.168903
197.398	9.55	0.16846
197.406	9.75	0.209782
197.413	9.91667	0.296867
197.419	10.05	0.371434
197.428	10.2667	0.492306
197.435	10.45	0.616047
197.441	10.5833	0.687064
197.452	10.85	0.774677
197.499	11.9833	0.266343
197.51	12.2333	0.317225
197.519	12.45	0.314281
197.526	12.6333	0.304458
197.533	12.8	0.302805
197.544	13.05	0.269869
197.551	13.2333	0.251124
197.56	13.4333	0.240215
197.565	13.5667	0.257707
197.58	13.9167	0.240206
197.599	14.3667	0.224207
197.609	14.6167	0.210867
197.616	14.7833	0.226505
197.624	14.9667	0.226262
