197.357	8.56667	0.120696
197.364	8.73333	0.124564
197.384	9.21667	0.130064
197.391	9.38333	0.137406
197.398	9.55	0.134804
197.406	9.75	0.154339
197.413	9.91667	0.185243
197.419	10.05	0.21052
197.428	10.2667	0.255784
197.435	10.45	0.29261
197.441	10.5833	0.309464
197.452	10.85	0.33866
197.499	11.9833	0.165757
197.51	12.2333	0.187214
197.519	12.45	0.184134
197.526	12.6333	0.18108
197.533	12.8	0.178599
197.544	13.05	0.166502
197.551	13.2333	0.155149
197.56	13.4333	0.153968
197.565	13.5667	0.165285
197.58	13.9167	0.152689
197.599	14.3667	0.142794
197.609	14.6167	0.135573
197.616	14.7833	0.150529
197.624	14.9667	0.14196
