197.357	8.56667	0.0945038
197.364	8.73333	0.099398
197.384	9.21667	0.10359
197.391	9.38333	0.10141
197.398	9.55	0.103359
197.406	9.75	0.13019
197.413	9.91667	0.178839
197.419	10.05	0.224206
197.428	10.2667	0.306429
197.435	10.45	0.364848
197.441	10.5833	0.39847
197.452	10.85	0.454633
197.499	11.9833	0.173348
197.51	12.2333	0.195303
197.519	12.45	0.194057
197.526	12.6333	0.18712
197.533	12.8	0.182725
197.544	13.05	0.175664
197.551	13.2333	0.160885
197.56	13.4333	0.155247
197.565	13.5667	0.159066
197.58	13.9167	0.148914
197.599	14.3667	0.13815
197.609	14.6167	0.135596
197.616	14.7833	0.140731
197.624	14.9667	0.129792
