207.344	8.25	0.179397
207.351	8.41667	0.182246
207.36	8.65	0.183762
207.368	8.83333	0.166038
207.375	9	0.173958
207.383	9.18333	0.165568
207.389	9.33333	0.160904
207.396	9.5	0.166258
207.405	9.71667	0.174072
207.413	9.9	0.187459
207.422	10.1333	0.165227
207.428	10.2833	0.176792
207.435	10.45	0.192904
207.442	10.6167	0.19912
207.449	10.7833	0.221671
207.456	10.95	0.23426
207.465	11.15	0.24798
207.472	11.3167	0.302026
207.478	11.4833	0.254606
207.484	11.6167	0.270486
207.489	11.7333	0.266164
207.492	11.8167	0.264976
207.504	12.1	0.178596
207.512	12.3	0.182467
207.519	12.4667	0.146668
207.526	12.6167	0.144964
207.548	13.15	0.175835
207.563	13.5167	0.196776
207.574	13.7667	0.123378
207.585	14.0333	0.122907
207.597	14.3333	0.125086
207.615	14.75	0.130528
207.626	15.0167	0.119487
