207.344	8.25	0.237308
207.351	8.41667	0.246208
207.36	8.65	0.245056
207.368	8.83333	0.220153
207.375	9	0.22211
207.383	9.18333	0.211256
207.389	9.33333	0.207044
207.396	9.5	0.213249
207.405	9.71667	0.226714
207.413	9.9	0.252836
207.422	10.1333	0.234913
207.428	10.2833	0.250178
207.435	10.45	0.306058
207.442	10.6167	0.327742
207.449	10.7833	0.36141
207.456	10.95	0.399931
207.465	11.15	0.435354
207.472	11.3167	0.590884
207.478	11.4833	0.575572
207.484	11.6167	0.517734
207.489	11.7333	0.490295
207.492	11.8167	0.501073
207.504	12.1	0.324805
207.512	12.3	0.287084
207.519	12.4667	0.209415
207.526	12.6167	0.174241
207.548	13.15	0.214715
207.563	13.5167	0.227944
207.574	13.7667	0.169341
207.585	14.0333	0.145483
207.597	14.3333	0.156496
207.615	14.75	0.155227
207.626	15.0167	0.166538
