207.344	8.25	0.189247
207.351	8.41667	0.192614
207.36	8.65	0.195888
207.368	8.83333	0.17262
207.375	9	0.176459
207.383	9.18333	0.172732
207.389	9.33333	0.164999
207.396	9.5	0.170776
207.405	9.71667	0.180589
207.413	9.9	0.204352
207.422	10.1333	0.179394
207.428	10.2833	0.192463
207.435	10.45	0.208814
207.442	10.6167	0.204875
207.449	10.7833	0.225333
207.456	10.95	0.236576
207.465	11.15	0.246146
207.472	11.3167	0.279048
207.478	11.4833	0.261891
207.484	11.6167	0.257193
207.489	11.7333	0.252498
207.492	11.8167	0.26331
207.504	12.1	0.181914
207.512	12.3	0.188797
207.519	12.4667	0.154444
207.526	12.6167	0.144305
207.548	13.15	0.184493
207.563	13.5167	0.204349
207.574	13.7667	0.137974
207.585	14.0333	0.124733
207.597	14.3333	0.130751
207.615	14.75	0.138123
207.626	15.0167	0.133436
