189.338	8.11667	0.110368
189.343	8.23333	0.115013
189.353	8.46667	0.113695
189.36	8.63333	0.113914
189.367	8.8	0.115017
189.373	8.95	0.117387
189.38	9.11667	0.110154
189.388	9.31667	0.116859
189.394	9.46667	0.117302
189.402	9.65	0.12385
189.408	9.8	0.11814
189.417	10	0.115982
189.423	10.15	0.120123
189.431	10.3333	0.12179
189.438	10.5167	0.130312
189.445	10.6833	0.13003
189.451	10.8333	0.132966
189.458	11	0.315578
189.465	11.1667	0.176343
189.472	11.3333	0.206712
189.479	11.5	0.208916
189.489	11.7333	0.153952
189.49	11.75	0.15009
189.49	11.7667	0.152903
189.498	11.95	0.118884
189.505	12.1167	0.115731
189.513	12.3167	0.128687
189.522	12.5333	0.116503
189.532	12.7667	0.115705
189.544	13.05	0.109952
189.551	13.2333	0.128579
189.564	13.5333	0.108168
189.576	13.8333	0.100257
189.583	14	0.103091
189.599	14.3667	0.099167
189.606	14.55	0.104262
189.613	14.7167	0.0915429
189.619	14.85	0.0996722
