189.338	8.11667	0.141313
189.343	8.23333	0.1452
189.353	8.46667	0.145104
189.36	8.63333	0.145352
189.367	8.8	0.144314
189.373	8.95	0.144285
189.38	9.11667	0.146535
189.388	9.31667	0.151979
189.394	9.46667	0.154732
189.402	9.65	0.157987
189.408	9.8	0.15688
189.417	10	0.158257
189.423	10.15	0.154409
189.431	10.3333	0.165715
189.438	10.5167	0.169487
189.445	10.6833	0.171237
189.451	10.8333	0.178076
189.458	11	0.352113
189.465	11.1667	0.198686
189.472	11.3333	0.221016
189.479	11.5	0.228416
189.489	11.7333	0.200421
189.49	11.75	0.192947
189.49	11.7667	0.190739
189.498	11.95	0.177957
189.505	12.1167	0.167546
189.513	12.3167	0.177547
189.522	12.5333	0.16561
189.532	12.7667	0.159214
189.544	13.05	0.15367
189.551	13.2333	0.181343
189.564	13.5333	0.148315
189.576	13.8333	0.1538
189.583	14	0.149834
189.599	14.3667	0.139054
189.606	14.55	0.145681
189.613	14.7167	0.134311
189.619	14.85	0.140361
