0.222, 0
0.2225, 0
0.223, 0
0.2235, 0
0.224, 0
0.2245, 0
0.225, 0
0.2255, 0
0.226, 0
0.2265, 0
0.227, 0
0.2275, 0
0.228, 0
0.2285, 0
0.229, 0
0.2295, 0
0.23, 0
0.2305, 0.000327942
0.231, 0.000738244
0.2315, 0.00064209
0.232, 0.000769416
0.2325, 0.00160924
0.233, 0.00166409
0.2335, 0.000157777
0.234, 0.000954708
0.2345, 0.0013102
0.235, 0.00137675
0.2355, 0.00154269
0.236, 0.00125796
0.2365, 0.000736054
0.237, 0.000855407
0.2375, 0.00144716
0.238, 0.00199385
0.2385, 0.00222795
0.239, 0.00200343
0.2395, 0.00126505
0.24, 0.000579012
0.2405, 0.00159754
0.241, 0.00153149
0.2415, 0.00156694
0.242, 0.00227261
0.2425, 0.000302641
0.243, 1.25721e-05
0.2435, 0
0.244, 0.000933399
0.2445, 0.00143335
0.245, 0.000780213
0.2455, 0.000420514
0.246, 0.000881977
0.2465, 0.00160426
0.247, 0.00189471
0.2475, 0.00141258
0.248, 0.00111343
0.2485, 0.000945664
0.249, 0.000255012
0.2495, 0.000189695
0.25, 0.000915127
0.2505, 0.000606912
0.251, 0.000177878
0.2515, 2.20171e-05
0.252, 8.60892e-05
0.2525, 0.000866789
0.253, 0.00106381
0.2535, 0.000974175
0.254, 0.000504788
0.2545, 0.000212036
0.255, 0.000743704
0.2555, 0.00113382
0.256, 0.000664791
0.2565, 0.000330978
0.257, 0.000282055
0.2575, 8.98396e-05
0.258, 0.000736291
0.2585, 0.000957021
0.259, 0.000880024
0.2595, 0.000571275
0.26, 0.000958551
0.2605, 0.000760908
0.261, 0.00137215
0.2615, 0.00196661
0.262, 0.00191673
0.2625, 0.00152366
0.263, 0.00102791
0.2635, 0.000488344
0.264, 0.000407838
0.2645, 0.00113334
0.265, 0.00178388
0.2655, 0.00140511
0.266, 0.000805402
0.2665, 0.00080978
0.267, 0.000849822
0.2675, 0.000892164
0.268, 0.000759241
0.2685, 0.000473952
0.269, 0.000744202
0.2695, 0.000990271
0.27, 0.00130274
0.2705, 0.00187556
0.271, 0.00220905
0.2715, 0.00174233
0.272, 0.00126094
0.2725, 0.000920761
0.273, 0.000495185
0.2735, 0.000470133
0.274, 0.000982422
0.2745, 0.00136792
0.275, 0.00132476
0.2755, 0.000912975
0.276, 0.000542155
0.2765, 0.000668423
0.277, 0.000690627
0.2775, 0.000352721
0.278, 0.000230545
0.2785, 0.00020594
0.279, 0.000291571
0.2795, 0.000413772
0.28, 0.000763097
0.2805, 0.00106877
0.281, 0.00117153
0.2815, 0.00101922
0.282, 0.0011121
0.2825, 0.00128968
0.283, 0.00136705
0.2835, 0.00162503
0.284, 0.00206115
0.2845, 0.002116
0.285, 0.00147564
0.2855, 0.000943351
0.286, 0.000741217
0.2865, 0.00078443
0.287, 0.00124465
0.2875, 0.00131107
0.288, 0.00201923
0.2885, 0.00239364
0.289, 0.00182505
0.2895, 0.000960989
0.29, 0.000738816
0.2905, 0.000369053
0.291, 0.000964161
0.2915, 0.00076949
0.292, 0.000469449
0.2925, 0.000574708
0.293, 0.000572096
0.2935, 0.00059262
0.294, 0.000966052
0.2945, 0.0014474
0.295, 0.00139989
0.2955, 0.000955603
0.296, 0.000975916
0.2965, 0.00101434
0.297, 0.00146146
0.2975, 0.0016922
0.298, 0.0012944
0.2985, 0.000974884
0.299, 0.000926993
0.2995, 0.00130062
0.3, 0.00112343
0.3005, 0.00135884
0.301, 0.00178413
0.3015, 0.00168648
0.302, 0.00188041
0.3025, 0.00165526
0.303, 0.00137464
0.3035, 0.00132525
0.304, 0.00117299
0.3045, 0.000931098
0.305, 0.000930663
0.3055, 0.00119911
0.306, 0.00163598
0.3065, 0.00199808
0.307, 0.00189048
0.3075, 0.00172504
0.308, 0.00205654
0.3085, 0.00212919
0.309, 0.00214946
0.3095, 0.00273721
0.31, 0.00328291
0.3105, 0.00398609
0.311, 0.00508868
0.3115, 0.0054611
0.312, 0.00592657
0.3125, 0.00673772
0.313, 0.00736975
0.3135, 0.00843888
0.314, 0.00919157
0.3145, 0.00959173
0.315, 0.00992
0.3155, 0.0107124
0.316, 0.0116575
0.3165, 0.0128259
0.317, 0.0134889
0.3175, 0.0139491
0.318, 0.014739
0.3185, 0.0156918
0.319, 0.0168487
