196.326	7.81667	0.113863
196.333	7.98333	0.118363
196.34	8.15	0.125769
196.347	8.31667	0.133462
196.354	8.5	0.12432
196.36	8.65	0.127469
196.367	8.81667	0.13846
196.374	8.98333	0.18597
196.382	9.16667	0.191179
196.392	9.4	0.197906
196.401	9.61667	0.256601
196.408	9.8	0.308534
196.417	10	0.352452
196.424	10.1667	0.402613
196.431	10.35	0.439396
196.438	10.5	0.457254
196.451	10.8167	0.351669
196.458	11	0.37154
196.465	11.15	0.378849
196.472	11.3333	0.410134
196.478	11.4833	0.428937
196.485	11.65	0.428866
196.492	11.8167	0.479832
