193.361	8.66667	0.154989
193.377	9.05	0.142773
193.385	9.23333	0.140308
193.395	9.48333	0.142169
193.408	9.8	0.140755
193.415	9.96667	0.143131
193.425	10.2	0.165189
193.435	10.45	0.225881
193.445	10.6833	0.286697
193.452	10.85	0.318301
193.493	11.8333	0.282576
193.501	12.0167	0.218182
193.515	12.3667	0.132286
193.524	12.5833	0.122951
193.533	12.7833	0.123867
193.544	13.05	0.119213
193.551	13.2167	0.133908
193.557	13.3667	0.122683
193.568	13.6333	0.123218
193.576	13.8167	0.125302
193.583	13.9833	0.0898145
193.589	14.1333	0.110632
193.596	14.3	0.116109
