193.361	8.66667	0.211321
193.377	9.05	0.190693
193.385	9.23333	0.196528
193.395	9.48333	0.198711
193.408	9.8	0.204882
193.415	9.96667	0.195902
193.425	10.2	0.219995
193.435	10.45	0.261099
193.445	10.6833	0.30132
193.452	10.85	0.315278
193.493	11.8333	0.288093
193.501	12.0167	0.240087
193.515	12.3667	0.192172
193.524	12.5833	0.179874
193.533	12.7833	0.179298
193.544	13.05	0.172398
193.551	13.2167	0.203458
193.557	13.3667	0.180676
193.568	13.6333	0.181289
193.576	13.8167	0.179173
193.583	13.9833	0.150524
193.589	14.1333	0.171975
193.596	14.3	0.170442
