193.361	8.66667	0.193429
193.377	9.05	0.176965
193.385	9.23333	0.173179
193.395	9.48333	0.176817
193.408	9.8	0.180161
193.415	9.96667	0.170965
193.425	10.2	0.194453
193.435	10.45	0.233433
193.445	10.6833	0.276395
193.452	10.85	0.293566
193.493	11.8333	0.261451
193.501	12.0167	0.218327
193.515	12.3667	0.163004
193.524	12.5833	0.153497
193.533	12.7833	0.153592
193.544	13.05	0.151813
193.551	13.2167	0.166056
193.557	13.3667	0.156033
193.568	13.6333	0.153701
193.576	13.8167	0.152367
193.583	13.9833	0.119374
193.589	14.1333	0.145382
193.596	14.3	0.146439
