190.432	10.3667	0.140454
190.438	10.5167	0.136838
190.447	10.7167	0.154182
190.456	10.9333	0.213278
190.462	11.1	0.325383
190.47	11.2833	0.445678
190.478	11.4833	0.545792
190.486	11.6667	0.550354
190.493	11.8333	0.456176
190.503	12.0833	0.287088
190.51	12.2333	0.227095
190.519	12.4667	0.157905
190.526	12.6167	0.149708
190.531	12.75	0.133036
190.542	13	0.132721
190.554	13.3	0.113963
190.56	13.45	0.112229
190.567	13.6167	0.122853
190.574	13.7833	0.121047
190.582	13.9667	0.113266
190.589	14.1333	0.117992
190.596	14.3	0.116454
190.602	14.45	0.111053
190.61	14.6333	0.108105
190.616	14.7833	0.115743
190.625	15	0.109348
190.639	15.3333	0.115755
