190.432	10.3667	0.149305
190.438	10.5167	0.168579
190.447	10.7167	0.164361
190.456	10.9333	0.251669
190.462	11.1	0.398175
190.47	11.2833	0.551093
190.478	11.4833	0.642684
190.486	11.6667	0.660796
190.493	11.8333	0.52028
190.503	12.0833	0.382235
190.51	12.2333	0.270756
190.519	12.4667	0.190146
190.526	12.6167	0.165842
190.531	12.75	0.13407
190.542	13	0.154233
190.554	13.3	0.104774
190.56	13.45	0.133316
190.567	13.6167	0.111701
190.574	13.7833	0.0947021
190.582	13.9667	0.10919
190.589	14.1333	0.10919
190.596	14.3	0.105519
190.602	14.45	0.099163
190.61	14.6333	0.0862859
190.616	14.7833	0.112786
190.625	15	0.100615
190.639	15.3333	0.110843
