190.432	10.3667	0.130626
190.438	10.5167	0.138969
190.447	10.7167	0.142903
190.456	10.9333	0.168599
190.462	11.1	0.200088
190.47	11.2833	0.233067
190.478	11.4833	0.249467
190.486	11.6667	0.248404
190.493	11.8333	0.224696
190.503	12.0833	0.193492
190.51	12.2333	0.166531
190.519	12.4667	0.149253
190.526	12.6167	0.148888
190.531	12.75	0.135713
190.542	13	0.137309
190.554	13.3	0.122851
190.56	13.45	0.126923
190.567	13.6167	0.125776
190.574	13.7833	0.120128
190.582	13.9667	0.119872
190.589	14.1333	0.124453
190.596	14.3	0.118825
190.602	14.45	0.11212
190.61	14.6333	0.117256
190.616	14.7833	0.122069
190.625	15	0.116832
190.639	15.3333	0.121297
