187.36	8.65	0.117494
187.369	8.86667	0.423681
187.376	9.03333	0.665578
187.383	9.2	0.986231
187.392	9.4	1.40527
187.399	9.56667	1.7997
187.408	9.78333	2.18397
187.417	10.0167	2.30327
187.426	10.2167	3.26272
187.434	10.4167	inf
187.449	10.7833	inf
187.456	10.95	inf
187.463	11.1167	7.40145
187.47	11.2833	3.09359
187.478	11.4667	2.02651
187.485	11.65	1.62521
187.492	11.8167	1.99784
187.497	11.9333	2.56531
187.507	12.1667	inf
187.515	12.35	inf
187.525	12.6	2.72902
187.526	12.6167	2.05009
187.551	13.2167	1.14409
187.56	13.45	0.681505
187.57	13.6833	0.469372
187.582	13.9667	0.296512
187.592	14.2	0.22111
187.6	14.4	0.16989
187.607	14.5667	0.158098
187.615	14.7667	0.128615
187.626	15.0167	0.11309
187.635	15.2333	0.105999
187.642	15.4167	0.0934593
187.542	13.0167	1.07324
