199.5,6.664E-03
200.5,7.326E-03
201.5,8.023E-03
202.5,8.261E-03
203.5,9.217E-03
204.5,1.025E-02
205.5,1.054E-02
206.5,1.108E-02
207.5,1.265E-02
208.5,1.505E-02
209.5,2.138E-02
210.5,2.792E-02
211.5,3.354E-02
212.5,3.130E-02
213.5,3.315E-02
214.5,4.003E-02
215.5,3.615E-02
216.5,3.227E-02
217.5,3.529E-02
218.5,4.437E-02
219.5,4.692E-02
220.5,4.733E-02
221.5,3.958E-02
222.5,4.965E-02
223.5,6.301E-02
224.5,5.897E-02
225.5,5.229E-02
226.5,3.940E-02
227.5,3.992E-02
228.5,5.195E-02
229.5,4.771E-02
230.5,5.212E-02
231.5,5.097E-02
232.5,5.326E-02
233.5,4.474E-02
234.5,3.897E-02
235.5,5.142E-02
236.5,4.859E-02
237.5,4.844E-02
238.5,4.196E-02
239.5,4.412E-02
240.5,3.956E-02
241.5,5.148E-02
242.5,7.060E-02
243.5,6.653E-02
244.5,6.097E-02
245.5,4.939E-02
246.5,5.040E-02
247.5,5.550E-02
248.5,4.565E-02
249.5,5.638E-02
250.5,6.010E-02
251.5,4.601E-02
252.5,4.155E-02
253.5,5.155E-02
254.5,5.957E-02
255.5,7.930E-02
256.5,1.018E-01
257.5,1.254E-01
258.5,1.251E-01
259.5,1.040E-01
260.5,8.551E-02
261.5,8.980E-02
262.5,1.036E-01
263.5,1.658E-01
264.5,2.497E-01
265.5,2.527E-01
266.5,2.494E-01
267.5,2.508E-01
268.5,2.438E-01
269.5,2.389E-01
270.5,2.673E-01
271.5,2.244E-01
272.5,1.974E-01
273.5,1.965E-01
274.5,1.326E-01
275.5,1.751E-01
276.5,2.428E-01
277.5,2.338E-01
278.5,1.593E-01
279.5,8.555E-02
280.5,9.463E-02
281.5,2.083E-01
282.5,2.941E-01
283.5,3.135E-01
284.5,2.353E-01
285.5,1.631E-01
286.5,3.227E-01
287.5,3.363E-01
288.5,3.222E-01
289.5,4.727E-01
290.5,6.013E-01
291.5,5.808E-01
292.5,5.219E-01
293.5,5.355E-01
294.5,5.088E-01
295.5,5.532E-01
296.5,5.096E-01
297.5,5.073E-01
298.5,4.655E-01
299.5,4.840E-01
300.5,4.200E-01
301.5,4.555E-01
302.5,4.890E-01
303.5,6.206E-01
304.5,6.025E-01
305.5,5.948E-01
306.5,5.557E-01
307.5,6.150E-01
308.5,6.114E-01
309.5,4.965E-01
310.5,6.224E-01
311.5,7.292E-01
312.5,6.559E-01
313.5,6.999E-01
314.5,6.629E-01
315.5,6.330E-01
316.5,6.332E-01
317.5,7.739E-01
318.5,6.649E-01
319.5,7.105E-01
320.5,8.051E-01
321.5,6.995E-01
322.5,6.886E-01
323.5,6.613E-01
324.5,7.608E-01
325.5,8.758E-01
326.5,9.795E-01
327.5,9.527E-01
328.5,9.176E-01
329.5,1.061E+00
330.5,1.016E+00
331.5,9.657E-01
332.5,9.549E-01
333.5,9.216E-01
334.5,9.589E-01
335.5,9.434E-01
336.5,8.095E-01
337.5,8.418E-01
338.5,9.215E-01
339.5,9.581E-01
340.5,1.007E+00
341.5,9.238E-01
342.5,9.930E-01
343.5,9.506E-01
344.5,7.957E-01
345.5,9.392E-01
346.5,9.264E-01
347.5,9.017E-01
348.5,8.972E-01
349.5,8.898E-01
350.5,1.050E+00
351.5,9.795E-01
352.5,9.079E-01
353.5,1.033E+00
354.5,1.111E+00
355.5,1.045E+00
356.5,9.123E-01
357.5,7.960E-01
358.5,6.936E-01
359.5,9.911E-01
360.5,9.708E-01
361.5,8.781E-01
362.5,9.978E-01
363.5,9.969E-01
364.5,1.013E+00
365.5,1.152E+00
366.5,1.233E+00
367.5,1.180E+00
368.5,1.101E+00
369.5,1.226E+00
370.5,1.139E+00
371.5,1.175E+00
372.5,1.054E+00
373.5,9.202E-01
374.5,9.004E-01
375.5,1.062E+00
376.5,1.085E+00
377.5,1.282E+00
378.5,1.327E+00
379.5,1.066E+00
380.5,1.202E+00
381.5,1.082E+00
382.5,7.913E-01
383.5,6.841E-01
384.5,9.597E-01
385.5,1.008E+00
